id;descricao;quem_id;talentoclasse_id;regiao_id;experiencia
188;Posso ajudar a servir mesas, limpar a cozinha e lavar a louça da festa, ajudar a preparar os docinhos, e alguma outra atividade que surgir referente ao bom funcionamento de uma festa ou comemoração.;598;10;30;Já organizei e devorei muitas datas comemorativas na minha família..como chá de bebê e aniversários.
189;Faço comidinhas variadas: patês, doces, compotas, bolos, docinhos de festa, tortas, beirutes, lanches, salgadinhos de festa, chapatis recheados e pães (recheados, doces ou naturais);1725;4;26;Faço comidas variadas para vender ja ha alguns anos aqui em Floripa, onde consigo tirar uma graninha extra para a familia.
190;Revisão e dicas para projetos culturais, editais etc. Auxilio na produção de eventos culturais.;1725;39;26;Trabalho há 5 anos com produção cultural, escrevendo projetos e produzindo eventos.
191;Instrutora de Yoga;3909;24;28;"Formação em Yoga Integrativa pelo centro de Yoga Montanha Encantada.
Praticante de Yoga há 6 anos.
Experiência como instrutora de Yoga desde janeiro de 2018 com frequência semanal."
192;Reiki nível 2;1662;29;33;Gostaria de enviar Reiki a distância ou ir até o receptor.
193;Designer de Sobrancelhas e Micropigmentadora.;2433;25;38;Atuo na área de design desde 2014 e recém fiz curso de Micropgmentação.
194;Personal Organizer;2779;6;55;Depois de receber alguns elogios com relação a minha organização, comecei a ajudar algumas amigas e já troquei algumas horas aqui no BTF tbm.
195;Organização de festas e eventos!;2779;10;55;Já trabalhei na área!
196;Cuidadora;2779;32;55;Sou mãe, professora e amo crianças.
197;"Amo cozinhar, faço tudo com o ingrediente principal, amor!
Docinhos para festa, salgados, empadão.";2779;4;55;Meus filhos são meus maiores incentivadores, faço alimentos para vender para amigos.
198;Faço bolos e pães caseiros. Aqueles simples que a vovó fazia pro café.;904;4;6;Intermediária.
199;"Massagem Terapêutica, Relaxante e modeladora.
Reiki.";2793;28;11;Há 4 anos atuando como terapeuta.
200;Trabalhos como Manicure e Pedicure. Atendo atualmente na minha casa, após as 18 horas.;2273;25;19;Já estou no BTF  1 ano e tenho feito vários atendimentos.
201;"Eu amo cozinhar!
Ofereço a esse grupo lindo minhas sopas congeladas e bolos tradicionais caseiros.
Tenho opções tradicionais, sem leite e veganas.";3979;4;1;"Tenho experiência em fazer sopas e risotos em grandes quantidades.
Sirvo cafés e chás em aniversários. 
Já tive uma lanchonete por 5 anos e eu mesma preparava os almoços que eram servidos. Serviamos em média, 80 almoços por dia."
202;"Instrutora de Praticas Taoístas, Qi Gong, Lian Gong, Tai Chi. Mestre em Reiki, Terapeuta Floral e tratamentos pela natureza via sabedoria de povos originários. (Naturopatia)
 Circulo de Mulheres e atendimentos individuais (homens, mulheres e crianças).

Quero atender a grupos e invidualmente. Curso, Workshops, palestras vivenciais.";291;28;6;"Trabalho a mais de 20 anos na área das terapias corporais e também na área da medicina vibracional. Ministro cursos de Formação, dirijo palestras e vivências.
Idealizadora do Espaço Flor de Ouro, integrante da Unipaz SC."
203;"Ajuda para organizar seu cantinho/local de trabalho. Conversa leve e sorriso no rosto acompanham esse talento ;)";1167;6;39;No BTF já ajudei algumas pessoas no pós mudança de casa.
204;"Cupcakes e bolinhos cacau/banana/laranja (versão vegan e tradicional)
Cupcakes marguerita/queijo";1167;4;39;Experiência...de vida.
205;Pet Sister! Passeio, brinco e cuido dos seus animais em sua ausência! Disponível apenas para o bairro Rio Vermelho.;1618;33;22;Tenho pets a vida toda, atualmente 3 cãezinhos e uma gatinha, além dos agregados da rua que alimento sempre que posso. Relação de amor profundo com esses seres de luz ♥️
206;"Culinária Vegana
Homus
Cuscuz Paulista
Pavê/torta de bolacha vegana
Canudinhos de PTS (proteína de soja)
Pastinhas
Bolos";63;4;43;Técnica em Panificação e Confeitaria pelo IFSC
207;Sessão de Alinhamento de Chakras com Cristais;2147;28;7;Fiz o Curso este ano de 2018 no Lotus do Amor e trabalho desde então.  Já tive experiências lindas realizando este trabalho.
208;Reiki;2147;28;7;Tenho o Reiki 1 e 2,  e trabalho muito com este atendimento .  Já tive experiências lindas realizando este trabalho.
209;Auriculoterapia;2147;28;7;Fiz o curso de Auriculoterapia e trabalho com esta técnica simplemente fantástica.
210;Terapeuta Floral;2147;28;7;Já trabalho com florais a um ano, e esta terapia é maravilhosa!!! Tenho em casa um kit e eu mesma faço o preparo cim minhas intenções e minha energia!!! Sempre com muito amor
211;Pinto caixas em mdf .;2691;22;26;Não sou  profissional, pinto as cxs por hobby e divido esta terapia com muito carinho.
212;"Dou aulas
Monto apostilas de receitas
Dou consultorias
Faço encomendas";305;4;28;"Eu cozinho muito bem. Culinaria tradicional, doces, bolos, geleias, compotas, tortas salgadas, brownies... E muito mais. Também ensino a cozinhar, passo receitas..
Faço cachecóis caseiros e dou aula de tapetes em tela talagarça.
Sou formada em panificação e tenho curso de confeitaria pela metade."
213;Confecção e conserto de roupas, e decoração.;1557;21;28;Estudei ainda menina corte e costura, e quando tive minhas filhas, parei de trabalhar em um banco, e montei minha sala de costura em casa para poder ficar junto delas. Deu muito certo, amo meu trabalho e sinto um carinho imenso por cada peça que executo e me sinto estremamente grata por tudo.
214;Sou terapeuta em florais de Bach, aplico Reiki e também faço alguns bolinhos gostosos. As vezes me atrevo a fazer artesanatos.;3514;28;28;Sou terapeuta de Florais a um ano, com duas formações e muitos atendimentos com retorno incríveis . Bolinhos e artesanatos faço algum tempo e sempre gostaram.
215;Montagem e manutenção de computadores e notebooks (Formatação e limpeza externa/interna);1882;34;40;"Manutenção, montagem e desmontagem de computadores e notebooks, limpeza das peças, troca de pasta térmica, formatação, reinstalação de sistemas operacionais, dual boot, instalação de programas básicos, antívirus.
Experiência de 8 anos no serviço."
216;Reiki a distância.;1100;31;55;Sou mestra em Reiki e atuo há mais de um ano no Projeto Social de Reiki do BTF.
217;Ofereço terapia corporal somática, individual ou em grupos. Trabalho com Análise Reichiana, Bioenergética, Educação Somática, e Dança. Meu trabalho é focado no auto-cuidado e saúde integral. Além de conduzir os atendimentos, posso auxiliar pessoas que queiram trabalhar com condução de grupos na criação/organização de suas vivências.;171;30;28;Sou graduada em Educação Física, e Pós Graduada em Psicologia Corporal, tendo foco de atuação em práticas que integram movimento à saúde emocional. Trabalho com dança à mais de 10 anos, desenvolvendo grupos práticos com crianças e adultos. Dentre esses grupos, especialmente crianças e adolescentes em comunidades carentes, e mulheres com idades variadas trazendo ferramentas de empoderamento e autonomia. Há 5 anos trabalho com Pilates, englobando abordagens somáticas em minhas aulas.
218;"*Artesanato em feltro, ofereço alguns produtos já prontos sempre que possível e encomendas pequenas e agendadas com antecedência !
*Ajuda na festa, Ofereço ajuda para planejamento de decoração ( com o que se tem em casa e gastando pouco) para pequenas festas .";1166;22;30;Experiência de 2 anos no ateliê @feltrodecasa
219;Cabeleireira, Barbeira e Massagista Capilar;652;26;39;Atuo na área há uns seis anos, trabalho num espaço físico e atendo a domicilio na Lagoa ou na minha casa.
220;Tradução português-espanhol/Revisão e leitura crítica de textos;1812;41;55;20 anos de experiência. Doutor em Estudos da Tradução.
221;Cuidar e manter os pets em segurança quando o tutor não estiver;2175;33;26;Cursando auxiliar em veterinária e cuidado com gatos.
222;Reiki;2175;28;26;Reikiana nível 1 e 2 desde 2009.
223;"Ofereço Drenagem Linfatica e Depilação com Cera e Egipcia

Ofereço Bike Entrega";593;25;26;Sou esteticista há 10 anos, formada em Sao paulo, na Famesp. Sou depiladora há 7 meses, formada pela Silvane Vargas pelo Btf.
224;"Trabalho com: dança: sapateado. Moderno. Contemporâneo. Clássico e alongamentos. Yoga e circense. Teatro e artesanatos. 

Sou totalmente voltada a arte de corpo, alma e principalmente amor ♥

Também faço trabalhos como modelo e me ofereço como amiga a qualquer momento em especial a mães de bebês pequenos como eu que passam por uma certa exaustão por excesso de amor kkk ♥";3664;15;28;"Tenho uma vida inteira de experiência com teatro e dança. Diversos cursos e vivências, pratiquei esse amor a vida toda. Iniciei a faculdade de teatro e tenho algumas formações técnicas em dança.

Artesanato prático em horas vagas como terapia.

E um coração enorme para receber qualquer amizade bonita e uma boa conversa de alma ♥"
225;"_ Fotógrafa especializada em gestantes, famílias e crianças.
_ Amor pelo que faço
_ Instagram; @carolinelimafotografia
_Site: www.carolinelimafotografia.com.br";3444;16;42;4 anos de fotografia infantil e família
226;Aplicação de Reike;3590;28;56;Já sou iniciada ao Reike 2°nivel, e em breve aperfeiçoamento de técnicas do mesmo, podendo ir atender na região leste e sul da ilha na residência da pessoa, ou até mesmo na energia da natureza.
227;Organização e limpezas leves do lar;3590;6;56;Organização , limpeza light, posso lavar roupas para ajudar na sobrecarga do lar.
228;"Faço decoração de festas, 
Recepção dos convidados
Garçonete";3590;10;56;Já trabalhei nas áreas, experiência em atender, recepcionista e decoração da festa, envolvendo arco de balões, flores de balões, e criatividade para desenvolver em cima do tema do interessado.
229;Desenvolvo acessórios com peças de reaproveitamento, uso de cristais;3590;22;56;Desenvolvo amuletos de poder, peças decorativas com matérias primas da natureza e objetos que seriam descartados, lixo vira luxo, momento de atuação na área.
230;Doulagem atuando na ginecologia natural, aromaterapia, fitoterapia, Tratamento natural da infertilidade até a gestação. Limpeza e alinhamento energético. Florais de bach e Florais da Lua.;36;28;26;Atuando há dois anos na área, Desenvolvi um trabalho natural com mulheres que desejam engravidar. A partir de uma profunda entrevista, passa-se então um trabalho de desintoxicação onde é retirado deste organismo o máximo de componentes químicos ligados a saúde ginecológica (absorventes, anticoncepcionais etc). Regulando o ciclo hormonal com o movimento plante sua lua, fortalecendo assim esse útero para o gestar. O tratamento é integrado entre a aromaterapia e a fitoterapia, massagens e a doulagem em si.
231;Constelação Familiar;2733;29;28;Trabalho com constelação familiar individual e em grupo.
232;Bolos fofinhos e sem lactose <3;1220;4;38;Tenho intolerância à lactose há 8 anos e criei muitas receitas para não passar aperto na rua. Há um ano divido essas lindezas no Bolo da Roda, minha marca de bolo artesanal.
233;Ofereço aulas de hebraico - alfabetização, conversação e significados cabalísticos.;3292;9;55;Ensinei uma turma durante um ano (2013) e abri em outubro de 2017 abri nova turma, que está em andamento.
234;Revisão de texto em português. Correção ortográfica, gramatical e orientação de texto (sugestões de melhoria na estrutura, em relação à coerência, coesão e outros elementos textuais). Revisão feita com diligência e carinho, de acordo com as necessidades e intenções do/a autor/a do texto.;3292;41;55;Trabalho como revisora de texto autônoma desde 2015.
235;"Tradução inglês-português e português-inglês. 
Textos acadêmicos, literários, comerciais e de outros tipos. 
Traduzir é pôr mundos em contato. Let's make words fly! ;)";3292;41;55;Trabalho como tradutora autônoma desde 2015.
236;Ilustrações manuais ou digitais: design de personagens, retratos e desenhos personalizados;1347;20;38;Desenho desde os 13 anos e desde então tenho me aprimorado. Tenho experiência em estágio de ilustração, freelance diversos e projetos pessoais.
237;Encadernações artesanais;1347;21;38;Comecei a encadernar em uma disciplina da faculdade há dois anos. Produzo para mim e sob encomenda, e bem recentemente comecei uma marca pequena para vender cadernos de desenho à pronta entrega e sob encomenda.
238;Pintura artística em superfícies diversas (tela, madeira, tecido, vidros, etc);1347;20;38;Faço artesanatos diversos desde os 12 anos, este talento também está ligado ao meu talento com o desenho, que também pratico desde criança. Tenho aprimorado o desenho e pintura na graduação em design gráfico e já trabalhei com encomendas e projetos pessoais.
239;Lettering em superfícies diversas (lousas, papel, vidro, madeira, tecido, etc);1347;20;38;Curso de design gráfico (disciplina de desenho e tipografia), participação em workshop, projetos pessoais e encomendas.
240;Aulas para iniciantes e peças bordadas personalizadas;1347;21;38;Bordo há um ano e meio, aprendi em um curso com carga horária de 16 horas e desde então faço trabalhos pessoais e sob encomenda.
241;"Faço leites vegetais, biomassa de banana verde e alguns derivados destes produtos, como ""ricota"" vegana de amendoim, maionese e brigadeiro de colher veganos de biomassa de banana. Eventualmente posso fazer bolos veganos simples (laranja, banana, cenoura e chocolate).";2721;4;56;Sou amadora, faço essas coisas em casa pra minha família e amigos, mas em breve quero me aperfeiçoar para poder oferecer oficinas.
242;Posso cuidar do seu bichinho enquanto você viaja! Principalmente aos finais de semana e feriados, posso ir na sua casa e alimentar seus pets, trocar água, tapetinhos, caixa de areia etc.;2721;33;24;Tenho cachorros desde sempre, me dou muito bem com animais em geral. Não sou profissional, mas tenho experiência em cuidar de animais idosos, que tenham alguma condição especial e precisem de um cuidado maior ou serem medicados.
243;Faço costuras artesanais para adultos e bebês. Pequenos reparos também.;2217;21;26;Aprendi a fazer artesanato de costura num curso de verão. Depois vi muitos vídeos no YouTube. Desde pequena tenho interesse em artes manuais, tricô, crochê, bordado..
244;"Design gráfico personalizado de materiais impressos simples (panfleto, camiseta, cartaz);
Design gráfico personalizado de materiais eletrônicos estáticos (flier, banner, capa para facebook);
Arte de calendário semestral em formato pré-determinado, com 2 fotos e datas comemorativas personalizadas.
* Projetos remotos (realizados a distância, com contato por e-mail). 
** Não inclui criação, digitação e revisão de texto; produção/impressão/confecção.";2412;38;55;Designer gráfica com 20 anos de atuação no mercado.
245;"Interessada em promover processos profundos de autoconhecimento e transformações pessoais. Trabalho com a ""Cura Pela Natureza"", principalmente através do uso da terapia floral.";2207;30;39;"Sou formada e credenciada como terapeuta floral pelo sistema ""Florais Brasileiros de Joel Aleixo"", 1998, onde trabalhou no laboratório de manipulação do criador das essências e orientava terapeutas. Há 6 meses, depois de um longo período afastada da terapia florai, retomo o trabalho não só como terapeuta mas ""receptora"" das mensagens e ensinamentos do mundo das flores, através de um trabalho de cura pessoal intenso iniciado desde a vinda à Florianópolis, que deu origem aos ""Florais da Ilha"". Recentemente participou de um Programa de Autoconhecimento ""Recalculando a Rota"" onde aprendeu conceitos e práticas aplicadas na autotransformação com elementos de neurociência, física quântica e meditação. Além disso é formada em PNL Sistêmica e Eneagrama Básico (pela Torus Desenvolvimento Humano), Óleos Essenciais e Florais de St Germain entre outras vivências e workshops de reconexão com a cura pela natureza: Reiki Xamânico, Cura pelo Jardim; Cura Vibracional de Tambores, entre outros."
246;Cuidados de enfermagem,..limpeza casa quintal e pequenos reparos marcenaria...;3521;6;28;Sou enfermeira e tenho como hobby a marcenaria
247;Ajudas com limpeza da casa, cuidados com a horta, ajuda com os pets.;3449;6;11;Dona de casa e mãe de humaninhos e animais 😍😍😍
248;"Cultivo mudas de suculentas
Posso ajudar no jardim
Tenho minhocas";3449;7;11;Tenho meu cantinho verde em casa
249;Gerenciamento de redes sociais (Facebook, Instagram, etc). Plano de comunicação e negócios.;3359;38;39;Formada em Relações Públicas pela UFRGS, já fiz muitos planos de comunicação e negócios e trabalhei em um setor de comunicação por dois anos do Colégio Farroupilha (Porto Alegre). Atualmente gerencio um hostel em Floripa e faço todo trabalho de redes sociais.
250;Docinhos caseiros com amor. Brigadeiros de vários sabores, bolos, entre outros.;3359;4;39;Faço e vendo docinhos, bolos e tortas. Estou desenvolvendo uma marca de confeitaria caseira.
251;"Massoterapeuta, com estudo voltado para redução de stress, depressão, ansiedade e vícios.
Reikiana.
Também ofereço óleos corporais!";605;28;34;Técnico em Massoterapia - processo de entrega do TCC.
252;Dou aula de yoga para crianças e adultos no sul da ilha.;427;28;28;Por dois anos (2016-17) dei aula para crianças na Escola da Fazenda (Efaz) e no Espaço Prákriti (2017), substituí professores de Hatha Yoga (Espaço Prákriti e Sankalpa) e, desde agosto do ano passado, faço parte da equipe do projeto social BTF/Amareias.
253;"Óleos corporais terapêuticos!
Elaborado com óleos essenciais em uma combinação específica para proporcionar relaxamento nos momentos de mais stress!";605;25;26;Técnico em Massoterapia- TCC
254;Aulas de Yoga - aulas de 1h com meditação, prática de asanas, pranayamas (exercícios respiratórios) e relaxamento.;3337;31;38;Formação em Hatha Yoga em Florianópolis, 2016. Prática desde 2012.
255;"Dança- Ofereço aulas particulares  e também oficinas de dança clássica e contemporânea .
As oficinas precisam ser no local e 
Horário de minha disponibilidade já as aulas particulares podem ser combinadas.";773;12;28;Aos 13 anos comecei a fazer monitoria de ballet clássico e a dança já faz parte da minha vida há mais de 15 anos. Participei de diversos grupos, espetáculos e festivais.Minha última imersão foi no campo de dança contemporânea na qual ainda estudo e experiencio...
256;Thetahealing - sessões de 1h. Técnica de cura quântica atuante no corpo físico, emocional, psicólogo e energético, baseada na liberação de crenças limitantes que nos impedem de alcançar o máximo potencial.;3337;31;38;Thetahealer credenciada com os cursos DNA básico e avançado.
257;"Trabalho com comida Vegana. Hambúrguer, burritos, tortas. 
Mas também faço Reiki, alinhamento de chakras com pendulo e cristais, benzimento com ervas, reflexologia.";2815;4;39;"Sou nutricionista, trabalho fornecendo hambúrgueres veganos para várias hamburguerias de Florianópolis. 
Alem desse área de alimentação, trabalho com reflexologia para tratamentos de saúde, bem estar e antiestresse. Tenho larga experiência e trabalho com pacientes com câncer, lombalgia, depressão, etc."
258;Benzimento com ervas e cristais. Limpeza de Áurea com benzimento com ovo;2815;31;39;Sou descendente de índio e passou por gerações na família.
259;Alinhamento de chakras com pendulo e cristais, Reiki;2815;28;39;Tenho clientes fixos e trabalho nesta área
260;Reflexologia.;2815;28;39;Trabalho com clientes fixos
261;Artigos finos em crochê;3076;21;26;Produzo qualquer tipo de peça em crochê tradicional, endurecido, realista, taxidermia, irlandês, amigurumi e outros.
262;"Ofereço esporadicamente, lingeries, artesanato em tecido, roupas, bijouterias.
Ps: os talentos estarão disponíveis somente quando postado na timeline do grupo.
Não faço entrega, reservas somente com o pagamento creditado antes.";364;22;33;"Devido a algumas questões negativas, cheguei a esse critério de reserva somente com pagamento antecipado.(h/Btf)
No mais, tenho muito a agradecer pelas pessoas que conheço e pela oportunidade de poder fazer coisas que com dinheiro não conseguiria fazer ( pois não tenho dinheiro para suprir essas necessidades.
Gratidão por fazer parte deste grupo.
Tenho um atelier, onde confecciono, lingeries, algumas peças de roupas, bolsas, nécessaire, trabalhos em patchwork, bijouterias, faço mil coisas."
263;Sou Reikiana nível 3 e tbm aplico Cura Integral . Aplico a energização em pessoas, animais e plantas e nos ambientes.;1260;30;34;Aplico Reiki desde 2001nos seres vivos em geral e agora estou expandindo para os ambientes.
264;Prefiro ser mais organizada no trabalho e em casa e posso ajudar outras pessoas em seus ambientes;1260;6;35;Já dividi casa e mantinha organizada  e agora moro sozinha em Floripa, o que requer mais organização
265;Aplicação de argilas no rosto para tratamento estético. Clareamento,  flacidez, rugas, hidratação.;1260;25;35;Aplico argilas, em mim mesma principalmente,, paratamento estético e terapêutico desde 2003.
266;Sou fotógrafa amadora há 15 anos. Fotografo eventos em geral e ensaios e entrego editados.;1260;17;35;Já fotografei muitos eventos pro Banco e meu Instagram tem várias fotos @yolandaoliveira07
269;Crochê, Tear Manual, Costura;1571;22;28;"Na parte de costura, faço jogos americanos, almofadas.
Tear Manual, tapetes, Jogos Americanos, almofadas.
Crochê faço vários produto."
270;Pintura artística, quadros, aceito encomendas, assessoria em pintura - forma e conceito, Tintas naturais de terras (paletas=estojos) realizados com paixão.;679;20;55;Bacharel em artes plásticas pela UDESC 2008, o tema da minha monografia foi a minha pintura com terras, tenho um quadro no acervo do MASC  Museu de Artes de SC,  desenvolvo a pintura desde os 5 anos de idade, assim que finalmente consegui alguma destreza manual. Já troquei muitos quadros por hs no BTF e isso é, pra mim, motivo de alegria e satisfação!
271;Terapeuta de Amanae;2142;30;39;Terapeuta Amanae em formação
272;"Produzo com carinho e artesanalmente docinhos feitos de chocolate meio amargo com leite condensado caramelizado.
Minha disponibilidade é somente quando ofereço pelas postagens.";2695;4;39;Experiência de 6 anos na produção desse docinho.
273;Produção de mudas de plantas. Ajuda com construção de minhocário caseiro. Produção de biofertilizantes.;2441;7;28;"Moro em uma casa com jardim bem grande onde tenho horta com ervas, hortaliças, frutíferas e muitas PANCS. Ajudei desde o início O ""quintais de Floripa"". Sou amante dos cuidados com a Terra Mater."
274;"Produção de peças em cerâmica. Não atendo a pedidos de encomendas. 
Troco capas de cadeiras.
Eventuais consertos/ restauração de pequenos móveis de madeira.";2441;20;28;Aluna da Escola de Oleiros de São José por 3 anos assíduos e consecutivos. Marceneira hobista há mais de 15 anos
275;Faço sabonetes artesanais a base de glicerina.;191;22;5;Ainda não fiz nenhuma troca com os sabonetes, mas já estou fabricando a um ano. Posso ensinar como fazer também.
276;Faço alimentos caseiros do dia a dia (congelados), como feijão, carne de panela, lasanha, frango ensopado, Strogonoff, molhos, refogados de legumes. Tortas salgadas. Comida simples pro cotidiano.;191;4;5;Já troquei algumas vezes os alimentos. Fiz kits com porções dos itens que foram combinados com a outra pessoa da troca.
277;Aulas de Tantra Yoga;3564;28;28;Dou aula de Tantra Yoga a pouco tempo mas tenho experiência com Hatha Yoga a alguns anos. Estou atuando com outras aulas também atualmente.
278;"Psicoterapia-  Mantenho dois horários semanais para o Banco de Tempo. Não tenho lista de espera. À medida que as pessoas concluem o seu processo  terapêutico faço uma postagem informando disponibilidade de horário.
Atendo com  Core Energetics 
( formada há 13 anos) e Somatic Experience( cursando- fase de estágio supervisionado) Esta última formação se destina a atendimento de pessoas com stress pós traumático.";562;30;28;"Tenho experiência no atendimento individual em Core Energetics e na facilitação de Grupos de Movimento em Core Energetics, para flexibilização e consciência corporal, grounding (presença no Corpo, aqui/ agora) , revitalização e fortalecimento da afetividade.
Estou desenvolvendo experiência no atendimento individual à pessoas com  stress pós traumático."
279;Terapia de reiki à distância.;2602;28;6;Sou reikiana nível 3.Faço terapia de reiki à distância e os resultados têm sido incríveis.
280;Sou psicóloga clínica atendo pelo BTF. Formada pela Unisinos - São Leopoldo - RS em 2003. (15 anos de experiência entre psicologia clínica e recursos humanos). Atendo crianças, adolescentes, e adultos em geral. Ênfase em terapias corporais.;396;30;26;Atendimento psicológico em Porto Alegre com rodoviários e seus familiares (crianças, adolescentes, adictos, casais encaminhados ou não tanto pelo clínico - geral como pelo psiquiatra). Atendimento com recursos humanos 3 anos e meio entre Porto Alegre e um curto período em Florianópolis no início de 2010. Concomitante a isso atendimento psicoterapeutico ainda em 2010 de um colaborador de uma empresa onde trabalhávamos no Sul da Ilha de Florianópolis. De 2011 até a presente data atendimentos clínico com ênfase as terapias corporais.
281;Atendimento em psicoterapia e gestão de pessoas (15 anos de experiência).;396;30;26;Atendimento psicológico de crianças, adolescentes, e adultos em geral. Ênfase em terapias corporais.
284;Cursos individuais e casais tantra sagrado , autoconhecimento e autocontrole de nosso ser e espírito. Cura de disfunções sexuais. Desbloqueio da energia vital. Através de massoterapia, meditações dinamicas e técnicas tantricas de respirações e muito amor. Atendo gestantes apartir do 3 mês, homens e mulheres.;2460;30;3;Atendo em Florianópolis  já a 3 anos, todos os meus clientes estão satisfeitos com o meu trabalho, levo isso como uma doação pois está filosofia soube me respeitar e me curar e sabe respeitar cada ser que aqui habita. É realmente uma demonstração de carinho amor e respeito pelo ser humano. Formada por diversos profissionais da área, sigo uma linha sagrada onde devo muito do que sei a Laura Carotti.
285;consultoria em design gráfico, marketing digital, registro de marcas.  Consultoria de moda e imagem.;1905;40;3;professora e mestre em design gráfico e professora de moda
286;Envio Reiki a distância. Cristaloterapia. Fitoenergética.;4057;30;22;Reiki nível 2 e a partir de junho Reikiana Mestre Professora.
287;Mandalas em Pedras com técnica de pontilhismo;4057;20;22;Amo pontilhismo desde pequena. Faço as mandalas ouvindo mantras, pra mim é terapia.
288;Dar aulas de tecido acrobático circense;3583;24;22;Aulas de Tecido Acrobático circense para crianças e adultos.. vagas limitadas. No começo do rio vermelho pra quem vem dos ingleses
289;Produtora gráfica, produção de peças gráficas. Acompanhamento de pré e de impressão de peças gráficas em papel, lona ou outro substrato de comunicação (não faço a criação ou design das peças, apenas a produção). Hortas comunitárias.;86;38;26;"participação de mutirões de hortas comunitárias, plantio, distribuição de mudas.
Com produção ainda não tive nenhuma experiência."
290;Bijouterias sustentáveis: sustentabilidade material e sustentabilidade cultural, show fashion.;1005;22;1;Educação, Design de Produto e Gráfico
291;Cabeleireira;224;26;27;"Formação no Senac em cabeleireira profissional, especialização em descoloração e alisamento.
Formação no instituto Embelleze em design de sobrancelhas e depilação avançar.Experiência em ação social com atendimento em multiroes."
292;"Manicure e pedicure 
Designer de sombrancelha 
Depilacao 
Permanente de cílios";2032;25;26;"Proficional com certificação 
Matérias descartáveis  
Ultilizar os melhores  produtos para melhor atender vocês."
293;Ensaios de familia, casais, gestantes, parto humanizado, e eventos.;1568;17;55;5 anos de experiência como fotógrafa.
294;Profesora de Inglês. Também posso contribuir com revisão/tradução de texto inglês-português.;2258;9;56;Sou formada em Letras pela UFSC, trabalho como professora de inglês há dez anos e gosto muito do que faço. Já trabalhei em diferentes contextos (curso de idiomas, curso técnico, preparatório para exames de proficiência, projeto social e de educação comunitária) e entendo a língua inglesa como uma ferramenta de comunicação que pode ampliar oportunidades pessoais & profissionais.
295;sou professor de capoeira, posso desenvolver atividades nós finais de semana.;2;24;28;Sou professor a 5 anos e já estou na área a 20 anos.
296;"Costuras diversas( bolsas, estojos, mochilas, absorventes, capas de prancha de surf)
Tricô e Crochê ( blusas, mantas, golas, polaindas) almofadas e tapetes.";3799;21;38;Costuro hà 5 anos, já fiz desde roupas de boneca, pano de boca, prato, babador, mochilas, bolsas, estojos, absorventes, capas de caderno/agenda, até capas de pranchas de surf.
297;"Recreação; monitoria.";1777;10;55;Pedagoga com atuação há 5 anos na área também da recreação. Experiência no cuidado de bebês e crianças. Atuação em festas do BTF.
298;Faço  trufas   docinhos     bolo;4079;4;33;10 anos de experiência
299;Atendimento psicológico com base em gestalt terapia, psicologia transpessoal e encontro dialógico.;2308;29;34;"Psicologia social com adolescentes e famílias em situação de risco e vulnerabilidade social, fortalecimento de vínculo e auto conhecimento.
Psicologia clínica em Ong, atendendo demandas diversas.
Hoje psicologia clínica particular e avaliações psicossociais."
300;Reforço com foco em Matemática para alunos do ensino básico.;3973;8;34;Cursando a primeira fase do curso Matemática Licenciatura da UFSC, já tive experiências ajudando jovens de 8, 10, 13 anos a entender melhor matemática principalmente. Também já cursei uma fase de História Licenciatura na UDESC e tenho facilidade com os conteúdos de humanas. Posso ajudar no reforço escolar até o nono ano.
301;Doces gourmet - brigadeiros, ovos, bombons com chocolate fino;2198;4;37;Gosto de fazer doces
302;Faço laços, tiaras de gorgorão;2198;22;37;Cinco anos trabalhando com produção de laços.
303;Sou educadora física terapeuta de barras de access;3428;30;22;Trabalho há 23 anos como terapeuta e há 1 ano com a terapia das barras de Access
304;Rodas de Sagrado Feminino e cura ancestral;234;30;41;Facilitadora de rodas de sagrado feminino e xamanismo como vivência de autoconhecimento
305;Playlist personalizada para lojas, restaurantes, cafés, escritórios...;3527;38;55;Amplo conhecimento musical em vários estilos
306;"Costureira
Design gráfico";4028;40;28;"Possuo conhecimento avançado de costura! 
Possuo conhecimento médio de design gráfico !"
307;Costureira;4028;21;28;Confecção de roupas e reformas em gerais!
308;Mandalas artesanais - Apenas pronta entrega de acordo com o estoque. Não faço sob encomenda.;15;20;11;Há 04 anos trabalho com produção de mandalas personalizadas e ofereço oficinas periódicas.
309;Psicanalista;1654;40;3;"Atendimento de condução analítica. Consultorio particular no centro de Florianópolis.
Doutora em clínica psicanalítica pela PUCSP, com a tese Por que meuvô chorava: a clínica da depressão."
310;Caronas em geral e entregas;190;5;34;Boa motorista
311;Organização de casa e ambientes de trabalho, com ênfase no fluxo energético e funcional.;190;6;34;Algum conhecimento em Feng Shui, 10 anos trocando estadia por organização, ascendente em virgem 😊
312;"Bolo sem glúten e lactose, de amendoim e coco
Caponata
Pão de quê congelado (pão tipo de queijo, vegano, com amendoim e batata)
Molho de tomate";190;4;34;Mais de 20 anos de cozinha experimental pessoal. Ênfase em saúde.
313;Reiki;190;28;34;Auto aplicação
314;Leitura e interpretação do Tarot do Osho;190;31;34;Meditadora, com larga experiência em meditações ativas do Osho.
315;Facilitação de meditações ativas;190;31;34;4 anos de retiros de meditação e prática pessoal
